10,5.821649027100294
20,7.358412646537519
30,7.506349427826605
40,7.604511845042294
50,7.664251539363998
60,7.692627111267787
70,7.882928858308354
80,8.049107345532542
90,10.548456365345638
100,7.703467780508292
110,7.625361283226506
120,7.632190824117771
130,7.619993619435139
140,7.709821445235393
150,7.606894027218925
160,7.756730282804344
170,7.742626903669195
180,7.741749458432665
190,7.74922304102821
200,7.664876761867055
210,7.714664526653785
220,425.1848320991
230,7.581252448236608
240,7.932583057139064
250,7.876820519780275
