1,3.8181819320666674
2,1.9078980438
3,1.2729317691333335
4,0.9545466986000001
5,0.7631897243333333
6,0.6364938066666667
7,0.5459011089333333
8,0.47773008086666663
9,0.42491963633333335
10,0.3837339904
11,0.34957343040000005
12,0.31942143953333335
13,0.2947853455333333
14,0.2745595814
15,0.26805641580000006
16,0.26860407439999995
17,0.24922689413333332
18,0.3149662294
19,0.31199488346666665
20,0.3066481666
21,0.2980794412666666
22,0.28678156693333334
23,0.2657956095333333
24,0.2539205399333333
25,0.2575749126
26,0.24538114246666665
27,0.25804802633333335
28,0.2516859788
29,0.25391350053333334
30,0.2547019468
31,0.25114541733333334
32,0.24838146819999996
33,0.24709120920000002
34,0.2494590196
35,0.2502497330666667
