0,3.735472501
1,3.7280842
2,1.948285401
3,1.9752381
4,1.9203227
5,1.8977514
6,2.0468955
7,1.968667299
8,1.9263128
9,1.9095548
10,1.9836442
11,1.9657711
12,1.9905493
13,1.967397
14,1.9353625
15,1.901354899
16,1.9123674
17,1.912523201
18,1.920013301
19,1.892716599
20,1.948962901
21,1.948893199
22,1.913510901
23,1.9678278
24,1.939705801
25,1.9344946
26,1.974153299
27,1.9901105
28,1.9840991
29,1.9473076
30,1.957986199
31,1.953380401
32,1.9408775
33,1.9476394
34,2.0354199
35,2.0671464
36,1.996925301
37,1.994154
38,1.9724631
39,1.9884525
40,1.945731
41,1.9075659
42,1.938068101
43,1.988377199
44,1.9771721
45,1.9923961
46,1.9725216
47,1.973733
48,1.944473299
49,1.9298027
