1,0.9804297785391938
2,1.1256905614882178
3,1.9137188370046128
4,2.32834354918607
5,2.8674613882811144
6,3.2891772154369012
7,4.026064336951543
8,4.381816232203972
9,5.149688652818021
10,5.6910201760044234
11,6.3303163633300805
12,6.548090373446539
13,6.945837774756023
14,7.364887134833038
15,7.725129753514736
16,7.592970297474049
17,6.739572608987091
18,6.913808278700606
19,6.879195004118348
20,7.200403668390186
21,7.484352630444128
22,7.386563848624
23,7.013397523390308
24,7.351597988886816
25,7.165090327385612
26,7.313342770581135
27,7.54052524825755
28,7.4480537947732515
29,7.482387747848018
30,7.491288010245785
